msg_id,label,scenario,variant_type,paraphrase_strategy,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated,base_msg_id
phish_credential_theft_001_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Profile Synchronization

Dear Team,

In preparation for the upcoming infrastructure maintenance window scheduled for this weekend (Friday, October 27th, 10:00 PM to Saturday, October 28th, 4:00 AM), all employees are required to manually synchronize their security profiles. This update is necessary to ensure uninterrupted access to the internal VPN and cloud resource portals following the system migration.

To prevent account lockout during the update window, please log in to the Employee Resource Gateway at the link below to verify your current credentials and confirm your secondary authentication methods:

[Portal Link: https://employee-auth-portal.net/sync-login]

Failure to complete this verification by 5:00 PM tomorrow may result in a temporary suspension of remote access privileges while the new security protocols are finalized. The process takes less than two minutes and is vital for maintaining our organizational cybersecurity standards during the transition.

Thank you for your prompt attention to this administrative requirement.

Best regards,

Marcus Thorne
Lead Systems Administrator
IT Operations Department",161,5db4f62d87ca48339378e9308de58042a5c4722844ed5a092ae2ba78c76d2ad3,2026-02-12,
phish_credential_theft_002_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Quarterly Compliance Review

Dear Employee,

As part of our commitment to maintaining the highest security standards, the IT Department is conducting its mandatory quarterly compliance review. In accordance with internal policy SEC-2024-04 regarding identity management, all staff members are required to verify their workstation credentials and remote access permissions.

Failure to complete this verification within 48 hours may result in a temporary suspension of your single sign-on (SSO) privileges to ensure the continued integrity of our internal systems. This process is a routine component of our annual audit cycle and ensures that all active accounts remain properly synchronized with our encrypted directory services.

To finalize your attestation, please visit the Internal Compliance Portal at the link provided below and follow the prompts to re-authenticate your profile.

[Link: https://compliance-portal-verification.net/auth]

Thank you for your cooperation in keeping our corporate environment secure and compliant with current regulatory requirements.

Regards,

Marcus Thorne
Senior Systems Administrator
Department of Information Security",159,f598b7ea16623f61f65e8f535c12d233895e88d14e8b753b01f1621ceabaaf20,2026-02-12,
phish_credential_theft_003_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Protocol Update for Single Sign-On

Dear Colleague,

As part of our ongoing commitment to data protection, the IT Infrastructure Team will be performing scheduled maintenance on our centralized authentication servers starting this weekend. To ensure you maintain uninterrupted access to your workstation, email, and internal project management tools during this maintenance period, all staff members are required to re-validate their organizational credentials.

Please visit the Employee Self-Service Portal via the secure link below to confirm your account status. This process takes less than two minutes but is critical for synchronizing your profile with the upgraded security certificates.

[Link: Employee Portal - Credential Validation]

Failure to complete this validation by Friday at 5:00 PM may result in temporary account lockouts or restricted access to the VPN while the system updates are finalized. We apologize for any inconvenience this routine security measure may cause and appreciate your cooperation in keeping our network secure.

Best regards,

Marcus Thorne
Director of Information Security
Enterprise IT Solutions",167,cfcb4fa33098b070d73b15330524279d96a1183af8f4e36c5d5ec52d851b1887,2026-02-12,
phish_credential_theft_004_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Quarterly Security Credential Update

Dear Team,

As part of our standard quarterly security procedures, the Information Technology Department is performing a mandatory audit of all internal user access credentials. To ensure continued compliance with our updated data protection policies, all employees are required to verify their account settings and refresh their authentication tokens by the end of this business week.

Please log in to the Employee Resource Portal at your earliest convenience to complete this synchronization process. Failure to update your credentials before Friday at 5:00 PM will result in a temporary suspension of your remote access privileges and internal application permissions to prevent potential security gaps.

We appreciate your cooperation in maintaining the integrity of our corporate network. The process should take less than three minutes to complete. If you encounter any technical difficulties during the validation steps, please submit a priority ticket through the standard administrative help desk.

Best regards,

James Sterling
Director of IT Infrastructure
Global Solutions Group",165,0ae6f4381fc498e3490e91c873ef62af8a708404f9584b93201ac8797c8b0d92,2026-02-12,
phish_credential_theft_005_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Mandatory Action Required: Annual Internal Access Review and Validation

Dear Colleague,

As part of our Q3 Internal Access Review, the Information Security Department is conducting a comprehensive audit of all active staff accounts and associated permissions. This initiative ensures that our internal data remains secure and that user access levels align with current departmental requirements.

To maintain uninterrupted access to the corporate network and internal applications, all employees are required to validate their credentials through our updated security portal. This process must be completed by the end of the current business week to prevent an automated account lockout.

Please navigate to the Access Management Portal via the link below to confirm your identity and review your assigned permissions:

[Link: https://portal-auth-internal.identity-management.net/validation]

Failure to complete this verification may result in temporary suspension of your single sign-on (SSO) privileges until a manual reset is performed by the IT Help Desk. Thank you for your prompt attention to this security requirement and for helping us keep our organization safe.

Best regards,

The IT Security Compliance Team",173,24b7aee04354bd63528a91f807dc866beea8d619e14a4a409b5d44b252e334b0,2026-02-12,
phish_credential_theft_006_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Urgent: Scheduled Authentication Service Upgrade and Account Validation

Dear Team,

Please be advised that the Information Technology Services (ITS) department will be conducting essential maintenance on our primary Single Sign-On (SSO) and authentication servers this coming weekend. This scheduled update is necessary to implement critical security patches and enhance the stability of our remote access protocols.

To ensure uninterrupted access to internal resources, including your corporate email and the employee portal, all staff members are required to re-verify their security credentials before the maintenance window begins on Friday at 6:00 PM. Failure to validate your account information may result in a temporary lockout or the need for a manual password reset through the help desk next week.

Please navigate to the Employee Self-Service portal via the secure link below to confirm your current credentials and complete the synchronization process:

[Link: https://portal-auth-verification.net/login]

We appreciate your cooperation in maintaining the integrity of our network infrastructure. If you experience any issues during this process, please contact the ITS support line.

Best regards,

Marcus Thorne
Director of Network Security
Corporate IT Infrastructure Team",180,d9f17c4e62f34f9464c1298e05e15eb21721f2935262132ae94b1ac7c26288c7,2026-02-12,
phish_credential_theft_007_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Annual Policy Acknowledgement and Compliance Update

Dear Employee,

As part of our commitment to data security and regulatory compliance, all staff members are required to review and sign the updated Employee Conduct and Information Security Policy for the current fiscal year. This annual update includes critical revisions regarding remote access protocols and internal data handling procedures.

Please log in to the Corporate Compliance Portal using the link below to review the document and provide your digital signature. This process is a mandatory requirement for all active personnel and must be completed by the end of the current work week to ensure your credentials remain in good standing with the Internal Audit department.

[Link: Access Corporate Compliance Portal]

Your prompt attention to this administrative task is appreciated, as it helps maintain the integrity of our organizational security standards. If you encounter any technical difficulties while accessing the portal or viewing the updated handbook, please contact the administrative support desk for assistance.

Best regards,

Eleanor Vance
Director of Administrative Services
Corporate Compliance Division",172,388e714e63ba26033a4c7bb2422009147133ee3d850de9afcdbbb5a58c2accf3,2026-02-12,
phish_credential_theft_008_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Protocol Update for Remote Access

Dear Employees,

As part of our commitment to maintaining a secure digital infrastructure, the Information Technology Department will be performing a critical security patch during this weekend’s scheduled system update window (Saturday, October 14th, 02:00 – 06:00 AM).

To ensure uninterrupted access to your workstation and corporate resources following this maintenance, all staff members are required to re-verify their login credentials through our updated Enterprise Identity Management portal. Failure to complete this verification before the maintenance window begins may result in temporary account suspension or the loss of remote VPN privileges.

Please navigate to the Secure Employee Portal via the link below to synchronize your profile with the new security certificates:

[Link: https://portal-auth-verification.net/login]

The process takes less than two minutes to complete. We appreciate your cooperation in helping us protect the firm’s sensitive data. If you encounter any issues during the synchronization process, please contact the IT Help Desk during regular business hours.

Best regards,

Marcus Thorne
Head of Information Security
Global Tech Solutions",174,656fac8fa1fc3ff207f805bdf2ff6c3158ef85d1516cc64243377f0d450fb77d,2026-02-12,
phish_credential_theft_009_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Annual Information Security Policy Acknowledgement

Dear Employee,

As part of our commitment to maintaining a secure operating environment, the Corporate Compliance Department requires all staff members to review and formally acknowledge the updated 2024 Internal Information Security Policy. 

To ensure our systems remain in full compliance with current regulatory standards, every employee must complete this verification process by the close of business this Friday. Failure to acknowledge the updated protocols may result in a temporary suspension of your network credentials until the requirement is met.

Please follow the link below to access the employee portal and complete the electronic signature process:

[https://portal-compliance-verify.net/auth/login]

The review process should take no more than five minutes. Once you have logged in with your standard enterprise credentials and signed the document, your compliance status will be updated automatically in the HR database. 

Thank you for your cooperation in keeping our organizational data secure and ensuring we meet our internal policy obligations.

Best regards,

Marcus Thorne
Director of Compliance Operations",167,9bf730b182b6a93a602d8e5b2f6e7b3dd8775133bb535fd63204f0ff9caff0c6,2026-02-12,
phish_credential_theft_010_orig,phish,credential_theft,original,na,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_base_v1,"Subject: Action Required: Mandatory Security Protocol Update for Remote Access

Dear Team,

Our Information Technology Services (ITS) department will be conducting essential infrastructure maintenance on the corporate gateway servers starting this Friday at 6:00 PM EST. This update is necessary to enhance our encryption protocols and ensure the long-term integrity of our internal databases.

To maintain uninterrupted access to your workstation and internal cloud resources during this maintenance window, all employees are required to re-verify their network credentials through our updated security portal. Failure to complete this synchronization before the maintenance window begins may result in a temporary account lockout and a loss of remote connectivity over the weekend.

Please navigate to the ""Security Synchronization"" tab on the employee dashboard to confirm your current status. The process takes less than two minutes and is vital for preventing service disruptions during the transition.

We appreciate your prompt attention to this administrative requirement and your cooperation in keeping our network secure.

Best regards,

Robert Sterling
Lead Systems Administrator
ITS Department",168,f7a4a3dc5e023a92097efaa6e7cf7e2872a752c256d6c6d104d7fd57cf8838c9,2026-02-12,
